,variables,clauses,fitness,duration
0,100,150,4109,5.853293544
1,100,150,3919,5.692051169
2,100,150,4225,5.801147478
3,100,150,4172,6.16380149
4,100,150,3556,5.737940615
5,100,150,3480,5.804323175
6,100,150,-1,5.76577281
7,100,150,4221,5.590155005
8,100,150,3885,5.763841523
9,100,150,3733,5.591324785
10,100,150,3646,5.873170276000001
11,100,150,4361,5.862080206
12,100,150,3630,5.9564150279999994
13,100,150,4236,5.649583271
14,100,150,4430,6.009609385
15,100,150,4105,5.838925791
16,100,150,4229,6.071861134
17,100,150,4275,5.7643938079999995
18,100,150,4148,5.884585402999999
19,100,150,4075,5.754439071
20,100,150,-1,5.559110898999999
21,100,150,4559,5.5274371570000005
22,100,150,3584,5.649768935
23,100,150,3891,5.903935951
24,100,150,3843,5.684410617
25,100,150,4078,5.910465736
26,100,150,4123,5.943286501
27,100,150,4069,5.764628915
28,100,150,4395,5.869680918999999
29,100,150,4075,5.977325798
30,100,150,3565,5.964550403
31,100,150,4074,5.600176487000001
32,100,150,4080,5.813324242999999
33,100,150,3515,5.4101408189999995
34,100,150,4330,5.691372379
35,100,150,4462,5.7187019139999995
36,100,150,4047,6.063647372999999
37,100,150,4031,5.92182038
38,100,150,3311,5.722044079
39,100,150,3354,5.9079872579999995
40,100,150,4062,5.978000617
41,100,150,3815,5.747218202000001
42,100,150,3551,6.115776974
43,100,150,3605,5.931603494
44,100,150,4283,6.008308015
45,100,150,3049,5.640433409
46,100,150,4257,5.887680813999999
47,100,150,3630,5.737811882000001
48,100,150,3812,6.109863233
49,100,150,3968,5.815609249
50,100,150,4618,5.892184532999999
51,100,150,3267,5.659140829
52,100,150,3901,5.865296037
53,100,150,4089,6.213066978
54,100,150,3624,6.083750792000001
55,100,150,4127,6.186392632
56,100,150,4089,5.545734396
57,100,150,3940,5.680100242000001
58,100,150,4191,5.860422807999999
59,100,150,3776,5.842089887999999
60,100,150,3687,5.722838575
61,100,150,3864,5.909069797000001
62,100,150,3132,5.447720116
63,100,150,4720,6.00395356
64,100,150,4102,5.881928697
65,100,150,3992,5.775204242999999
66,100,150,3980,5.983632246
67,100,150,3878,5.771601639
68,100,150,4338,5.988128789
69,100,150,4150,5.798882149
70,100,150,3908,5.886138664
71,100,150,4872,5.909951444
72,100,150,4439,6.229652435
73,100,150,4246,5.987366425
74,100,150,4218,5.726699918
75,100,150,3993,5.608217559
76,100,150,3666,5.699976416
77,100,150,3985,5.607376122000001
78,100,150,2874,5.590680788999999
79,100,150,4312,5.914325364
80,100,150,4232,5.902189216
81,100,150,3765,5.725160657999999
82,100,150,4053,5.6994527
83,100,150,4044,5.571047888
84,100,150,3728,5.915635636
85,100,150,4457,5.792971277
86,100,150,3854,6.035752481
87,100,150,4206,5.959006303
88,100,150,4247,5.769645261
89,100,150,3951,5.724584753999999
90,100,150,2597,5.5430468610000005
91,100,150,3278,5.899388107999999
92,100,150,3923,6.102121966
93,100,150,3960,6.02623124
94,100,150,3979,5.369413885
95,100,150,4480,5.846134762999999
96,100,150,3513,5.629414763
97,100,150,4574,6.126617088
98,100,150,3866,5.873388273
99,100,150,4149,5.827439717000001
