,variables,clauses,fitness,duration
0,100,150,-1,5.006493181000001
1,100,150,3228,10.414268582
2,100,150,2468,4.929369741
3,100,150,4070,4.539615741
4,100,150,-1,4.364964186
5,100,150,3349,4.416059705
6,100,150,3214,4.380410541
7,100,150,-1,4.267212317
8,100,150,-1,4.175933489
9,100,150,-2,4.258807157
10,100,150,3521,4.325839183
11,100,150,3738,4.528077252
12,100,150,3649,4.556357557
13,100,150,-2,8.622215607000001
14,100,150,2787,5.593374125
15,100,150,2887,4.415168255
16,100,150,2521,4.785653469
17,100,150,-1,4.497069101
18,100,150,2742,4.277459159
19,100,150,3633,4.386948645
20,100,150,3629,4.188684986
21,100,150,-2,4.094524708
22,100,150,3314,4.135705829
23,100,150,3709,4.389437133
24,100,150,3784,5.574156379
25,100,150,3643,5.963665715
26,100,150,3820,6.304495619
27,100,150,3673,4.72625671
28,100,150,-1,5.465448403
29,100,150,3625,6.704845161000001
30,100,150,3630,4.945179829
31,100,150,3521,6.419939863
32,100,150,-1,5.340988676
33,100,150,3204,4.6614932190000005
34,100,150,4285,4.888004982
35,100,150,-1,5.078241092
36,100,150,3529,5.180976954
37,100,150,-1,4.303818755
38,100,150,-2,4.001876478
39,100,150,2261,4.230704772
40,100,150,3851,4.526992224
41,100,150,3234,4.2957155380000005
42,100,150,3539,4.491879517
43,100,150,3666,4.941539683999999
44,100,150,3293,5.097696174
45,100,150,3374,5.013516919
46,100,150,3790,4.329615823999999
47,100,150,3360,4.250446605
48,100,150,3476,4.364170007
49,100,150,3072,4.166650794
50,100,150,3797,4.36144987
51,100,150,3138,4.196277532
52,100,150,-1,4.029985847
53,100,150,-1,4.307824323999999
54,100,150,2053,4.323129537
55,100,150,3051,4.2644618460000006
56,100,150,-1,3.887883777
57,100,150,3851,4.339571437
58,100,150,3417,4.606476031000001
59,100,150,3562,4.466908654
60,100,150,3013,4.296878557
61,100,150,3316,4.3258763810000005
62,100,150,3503,4.159710392
63,100,150,3851,4.4584768619999995
64,100,150,3989,4.45318489
65,100,150,-1,4.094038583
66,100,150,2745,4.31554137
67,100,150,3644,4.349295476
68,100,150,3312,4.390412092
69,100,150,3171,4.29772499
70,100,150,3107,4.132063618
71,100,150,3815,4.314886943
72,100,150,3541,4.319953185
73,100,150,-1,4.240290138
74,100,150,2554,4.234275453
75,100,150,3264,4.146471451
76,100,150,-1,4.071131372
77,100,150,3971,4.130434684
78,100,150,2479,4.20124365
79,100,150,3371,4.285191952
80,100,150,3473,4.341089577
81,100,150,3889,4.3130711260000005
82,100,150,3445,4.117318013999999
83,100,150,3818,4.12621886
84,100,150,3547,4.313112558
85,100,150,-1,4.184019726
86,100,150,-1,4.321757406000001
87,100,150,3916,4.39243161
88,100,150,3037,4.172234644
89,100,150,3844,4.266548504
90,100,150,3714,4.2961829830000005
91,100,150,3097,4.380762255
92,100,150,3514,4.527127043999999
93,100,150,3299,4.264848711
94,100,150,3418,3.944999283
95,100,150,3829,4.268299688
96,100,150,-1,4.0374400360000005
97,100,150,4267,4.4936607010000005
98,100,150,-1,4.224591035
99,100,150,3660,4.36210958
