,variables,clauses,fitness,duration
0,100,150,3628,2.634100725
1,100,150,3588,2.7306608710000004
2,100,150,3201,2.746294357
3,100,150,4301,2.5292478000000003
4,100,150,2861,2.5190857060000003
5,100,150,3418,2.549247228
6,100,150,3166,2.373800333
7,100,150,-1,2.243874966
8,100,150,-1,2.213427238
9,100,150,-1,2.239220568
10,100,150,3558,2.794734483
11,100,150,-1,2.788661767
12,100,150,3233,2.768835288
13,100,150,3768,2.2040732530000002
14,100,150,3671,2.478558626
15,100,150,-1,2.63174202
16,100,150,3699,2.586477789
17,100,150,3148,2.45536192
18,100,150,3210,2.642736249
19,100,150,3800,2.5590627
20,100,150,3376,2.4047859209999998
21,100,150,4066,2.330495212
22,100,150,-1,2.379128556
23,100,150,3298,2.524914237
24,100,150,3297,2.396482392
25,100,150,2917,2.842669377
26,100,150,3943,2.379387296
27,100,150,3682,2.4782944330000003
28,100,150,3682,2.499325236
29,100,150,-1,3.213558877
30,100,150,3764,4.939338691000001
31,100,150,2679,3.2303966510000004
32,100,150,3202,2.705925592
33,100,150,2540,3.448331982
34,100,150,3868,2.8548836680000003
35,100,150,3923,2.8442293110000003
36,100,150,3080,2.7663280319999997
37,100,150,4060,2.7199874530000003
38,100,150,2744,2.414465711
39,100,150,3384,2.455371961
40,100,150,3369,2.8658205339999996
41,100,150,2714,2.5127955440000003
42,100,150,3461,2.4478374019999998
43,100,150,-1,2.183243483
44,100,150,-1,2.5434755030000002
45,100,150,2654,2.41273862
46,100,150,3199,2.571288189
47,100,150,-1,2.383683982
48,100,150,2919,2.366218964
49,100,150,3507,2.7116901010000003
50,100,150,3491,2.7685155710000005
51,100,150,-2,2.398002806
52,100,150,-1,2.456824734
53,100,150,-1,3.585332043
54,100,150,3322,5.903892643
55,100,150,3254,3.327753071
56,100,150,3290,2.355934763
57,100,150,3324,2.353124645
58,100,150,-1,2.56793834
59,100,150,-1,2.765686365
60,100,150,3114,2.311868065
61,100,150,-1,2.441780606
62,100,150,-1,2.47929569
63,100,150,-1,2.708308092
64,100,150,2801,2.6184633280000003
65,100,150,-1,2.525700751
66,100,150,2688,2.498388854
67,100,150,3478,2.804544085
68,100,150,-1,2.53324717
69,100,150,3104,2.631657321
70,100,150,3508,2.349569016
71,100,150,3976,2.519402438
72,100,150,2851,2.390462777
73,100,150,2719,2.410072335
74,100,150,-1,2.296641514
75,100,150,3422,2.221465836
76,100,150,3523,2.420783887
77,100,150,3610,2.834540381
78,100,150,2994,2.405628571
79,100,150,3269,2.3707973559999997
80,100,150,2646,2.375563961
81,100,150,3278,2.531456883
82,100,150,3576,2.460900774
83,100,150,3940,2.428108733
84,100,150,3857,2.942961832
85,100,150,4261,2.3817699340000003
86,100,150,2462,2.537890927
87,100,150,3899,2.4963922259999998
88,100,150,3228,2.446955984
89,100,150,3628,2.378100218
90,100,150,-1,2.291067257
91,100,150,3031,2.593876464
92,100,150,2852,2.77098361
93,100,150,2972,2.7811493360000004
94,100,150,3477,2.8146958289999997
95,100,150,3906,2.527258981
96,100,150,3184,2.318101223
97,100,150,2266,2.362174008
98,100,150,3480,2.7949762710000003
99,100,150,3228,2.593881713
