,variables,clauses,fitness,duration
0,100,150,3915,6.492116087
1,100,150,4011,6.376078316
2,100,150,3188,6.573706318999999
3,100,150,3925,6.627518471
4,100,150,3021,6.382178586
5,100,150,2626,6.393299455
6,100,150,3337,6.572905147
7,100,150,2893,6.210688877000001
8,100,150,3681,6.430166335
9,100,150,-1,6.2224704420000005
10,100,150,3275,6.427877845
11,100,150,-1,6.42871904
12,100,150,2010,6.255897427000001
13,100,150,3628,6.347483102000001
14,100,150,3553,6.801749075
15,100,150,2827,6.305031562000001
16,100,150,-1,6.457317971
17,100,150,4038,6.264725457999999
18,100,150,3771,6.631993393999999
19,100,150,-1,6.271213257
20,100,150,2766,6.022966521
21,100,150,3035,6.125856172000001
22,100,150,2264,6.093122404
23,100,150,3700,6.469629502999999
24,100,150,3365,6.300231665
25,100,150,-1,6.303043607999999
26,100,150,-1,6.382074855
27,100,150,-1,6.244417792
28,100,150,3724,6.4928247070000005
29,100,150,3674,6.744656643
30,100,150,3194,6.774252495
31,100,150,3721,6.23259469
32,100,150,3961,6.782200773
33,100,150,3495,6.236868768
34,100,150,4484,6.334240605
35,100,150,-1,6.152315892000001
36,100,150,3504,6.783410102
37,100,150,3457,6.486081002000001
38,100,150,3211,6.359954336
39,100,150,3350,6.579714074
40,100,150,3154,6.4664124020000004
41,100,150,3169,6.342860545
42,100,150,2444,6.710674672000001
43,100,150,-1,6.105819212
44,100,150,-1,6.396913015
45,100,150,3133,6.279344305
46,100,150,4021,6.575543538
47,100,150,3084,6.217206121
48,100,150,3191,6.592465412999999
49,100,150,3490,6.414277356
50,100,150,3459,6.46050261
51,100,150,2661,6.188739975
52,100,150,2794,6.202566377
53,100,150,3046,6.47711573
54,100,150,-1,6.329692681
55,100,150,3565,6.58448152
56,100,150,-1,5.985462266
57,100,150,3747,6.491733259
58,100,150,3196,6.693376799999999
59,100,150,3556,6.676636564
60,100,150,3496,6.6350214
61,100,150,-1,6.353930103
62,100,150,3723,6.189908907
63,100,150,4137,6.666578692000001
64,100,150,3272,6.517793912999999
65,100,150,3413,6.316117209
66,100,150,3728,6.699933724
67,100,150,2370,6.264270576
68,100,150,3691,6.667007354
69,100,150,3528,6.5616458689999995
70,100,150,-1,6.113838022
71,100,150,4181,6.391668393
72,100,150,3771,6.669829364
73,100,150,2378,6.339510102999999
74,100,150,-2,6.242891954
75,100,150,3539,6.348077261
76,100,150,3499,6.278880926
77,100,150,3717,6.361235711
78,100,150,3852,6.547471227000001
79,100,150,-1,6.419013851
80,100,150,2661,6.3529853329999995
81,100,150,3238,6.420991637
82,100,150,3373,6.097525765
83,100,150,3203,6.081083515
84,100,150,-1,6.355412474
85,100,150,3757,6.405618057000001
86,100,150,-1,6.764459982000001
87,100,150,3502,6.466184515
88,100,150,3796,6.666904343
89,100,150,2828,6.252485265
90,100,150,3558,6.256328806
91,100,150,3495,6.825271057
92,100,150,3534,6.808980543
93,100,150,3861,6.482863501000001
94,100,150,-1,5.780276721
95,100,150,3626,6.458742877000001
96,100,150,-1,6.012818151
97,100,150,3899,6.8851433779999995
98,100,150,3714,6.668335846000001
99,100,150,3361,6.44082193
