,variables,clauses,fitness,duration
0,100,150,3712,4.475995702
1,100,150,3770,4.194506466
2,100,150,-1,3.674113425
3,100,150,3837,4.533613755
4,100,150,2638,4.0982318939999995
5,100,150,3474,4.567806364
6,100,150,3660,4.27067193
7,100,150,3615,4.065460937
8,100,150,3334,4.087284942
9,100,150,2900,3.907526178
10,100,150,-1,3.7413544969999997
11,100,150,-1,3.654378582
12,100,150,3495,4.396321315
13,100,150,3301,3.9285018330000003
14,100,150,3802,4.161431566
15,100,150,-1,3.709063159
16,100,150,3305,4.269773517
17,100,150,3863,4.384640608
18,100,150,2994,3.994018145
19,100,150,3466,3.8158998210000004
20,100,150,2849,3.5780818999999995
21,100,150,3805,4.105998691
22,100,150,3252,4.161839703
23,100,150,3683,3.992137125
24,100,150,3532,4.099954761
25,100,150,3446,4.378244717
26,100,150,2725,3.72383893
27,100,150,3485,4.309391225
28,100,150,3035,3.744117127
29,100,150,2876,3.839161455
30,100,150,3594,4.444268935
31,100,150,3968,3.865501313
32,100,150,3525,4.359604146000001
33,100,150,3245,4.030962557
34,100,150,-1,3.574716547
35,100,150,-1,3.645453166
36,100,150,3117,4.022487032
37,100,150,3956,4.537827117
38,100,150,-1,3.566723868
39,100,150,1941,3.712423017
40,100,150,3611,4.419061129
41,100,150,2526,4.0231423930000005
42,100,150,2906,4.258234793
43,100,150,3394,4.3035555930000005
44,100,150,4192,4.574575183
45,100,150,3041,3.9747589839999997
46,100,150,3579,3.901047098
47,100,150,3606,4.65762941
48,100,150,3718,4.291430504
49,100,150,-1,3.7088576910000004
50,100,150,4146,4.67582052
51,100,150,-1,3.682339579
52,100,150,3488,3.682824035
53,100,150,3931,4.3578021289999995
54,100,150,3073,4.667170531
55,100,150,-1,3.607650444
56,100,150,-1,3.553918237
57,100,150,3058,3.937307244
58,100,150,-1,3.7292507919999998
59,100,150,3601,4.574754446
60,100,150,3251,3.979151424
61,100,150,3552,4.317563934
62,100,150,3624,4.21514493
63,100,150,3564,3.917147745
64,100,150,-1,3.923135198
65,100,150,-1,3.62484643
66,100,150,3923,4.267738499
67,100,150,3717,4.308787872
68,100,150,3986,4.50164054
69,100,150,3745,4.412533858
70,100,150,2972,3.9135730989999997
71,100,150,3991,3.8900856239999997
72,100,150,3031,3.941784398
73,100,150,3791,4.769419254
74,100,150,3385,4.097987304
75,100,150,3383,3.993209832
76,100,150,3532,4.256348438
77,100,150,3025,3.6228047510000003
78,100,150,-1,3.601757075
79,100,150,4116,4.5965114410000005
80,100,150,2248,3.86736917
81,100,150,2967,3.832012497
82,100,150,3511,4.373157935
83,100,150,3391,3.7457000760000003
84,100,150,-1,3.680231365
85,100,150,-1,3.644347851
86,100,150,3889,4.578473001
87,100,150,3465,3.9300774080000003
88,100,150,3766,4.309579459
89,100,150,-1,4.584044793
90,100,150,3016,3.819410736
91,100,150,3604,4.532904441
92,100,150,3826,4.37485188
93,100,150,3709,4.613412787
94,100,150,2984,3.63041788
95,100,150,3641,4.119282997
96,100,150,2822,4.195483689
97,100,150,-2,3.748920155
98,100,150,2778,4.049383253
99,100,150,-1,3.577727872
