,variables,clauses,fitness,duration
0,100,150,3965,2.543802882
1,100,150,-1,2.06767748
2,100,150,-1,1.81892315
3,100,150,-1,1.883320441
4,100,150,2117,1.9252783740000001
5,100,150,3452,2.334994996
6,100,150,3193,2.054530684
7,100,150,-1,1.7200977240000002
8,100,150,3902,2.174086504
9,100,150,2332,1.798373361
10,100,150,3472,2.23757827
11,100,150,-1,1.883653561
12,100,150,3046,1.875781834
13,100,150,3831,2.535296439
14,100,150,3895,2.656850571
15,100,150,-1,1.872129866
16,100,150,4155,2.608695389
17,100,150,4002,2.430106982
18,100,150,3212,2.445463446
19,100,150,3594,2.421458808
20,100,150,-1,1.7077673119999999
21,100,150,3664,2.5781572999999995
22,100,150,3385,2.2738099309999997
23,100,150,-1,1.99113237
24,100,150,3382,2.475028216
25,100,150,2882,1.939725415
26,100,150,3441,2.331807607
27,100,150,3305,2.302952728
28,100,150,3318,2.368042263
29,100,150,3025,2.364577299
30,100,150,3289,2.625364084
31,100,150,3412,2.052384756
32,100,150,-1,1.849191417
33,100,150,3701,2.104564834
34,100,150,4096,2.338325487
35,100,150,-1,1.800207588
36,100,150,2739,2.442198281
37,100,150,-2,1.900049406
38,100,150,2888,2.026403031
39,100,150,3360,2.612110141
40,100,150,-1,2.0767256080000003
41,100,150,3064,2.474324932
42,100,150,3550,2.67535591
43,100,150,3652,2.2693345330000003
44,100,150,3629,1.990030734
45,100,150,-1,1.7128299340000002
46,100,150,3967,2.439294889
47,100,150,3692,2.629214212
48,100,150,3061,2.139681187
49,100,150,2399,1.974321455
50,100,150,-1,2.0080034490000003
51,100,150,2645,2.08986529
52,100,150,-1,1.799108876
53,100,150,4012,2.616994842
54,100,150,2384,2.02124671
55,100,150,3824,2.644640492
56,100,150,3684,2.190890629
57,100,150,3391,2.2721977819999997
58,100,150,3265,2.139658503
59,100,150,3195,2.407529669
60,100,150,3540,2.360137837
61,100,150,3547,2.739168194
62,100,150,3140,1.768520216
63,100,150,4268,2.502535895
64,100,150,-1,2.023556466
65,100,150,-1,1.875115289
66,100,150,-1,1.872775905
67,100,150,3648,2.389956867
68,100,150,-1,1.9169858830000002
69,100,150,3194,2.054633584
70,100,150,3778,2.454240616
71,100,150,4407,2.54387466
72,100,150,3939,2.6024397130000003
73,100,150,3517,2.102324601
74,100,150,3832,2.529076457
75,100,150,-1,1.650861441
76,100,150,3485,2.560913055
77,100,150,-1,1.9151053009999999
78,100,150,2426,1.823837507
79,100,150,-1,1.956232473
80,100,150,3512,2.047472813
81,100,150,-2,1.970178591
82,100,150,3508,2.412543508
83,100,150,-1,1.7364625180000002
84,100,150,-1,1.7853770839999998
85,100,150,-1,1.74809738
86,100,150,3717,2.439251175
87,100,150,3819,2.430932365
88,100,150,4006,2.444754459
89,100,150,3854,2.516710449
90,100,150,3092,2.096450399
91,100,150,3365,2.6895537469999997
92,100,150,-1,1.818221229
93,100,150,-1,1.889283466
94,100,150,3059,2.002198704
95,100,150,-1,1.8407964669999999
96,100,150,2821,2.315391018
97,100,150,4053,2.764456297
98,100,150,3004,2.158996314
99,100,150,3523,2.320157431
