,variables,clauses,fitness,duration
0,100,150,3612,65.520743287
1,100,150,3741,59.141973065
2,100,150,3323,62.337812135
3,100,150,3790,65.979839249
4,100,150,2735,57.950192875
5,100,150,2507,55.58237808
6,100,150,3442,61.84110265
7,100,150,3246,60.21906254
8,100,150,3663,59.159975173999996
9,100,150,-1,56.470503635
10,100,150,-1,71.118779081
11,100,150,-1,56.991654203
12,100,150,3728,68.63776927100001
13,100,150,3531,64.78895741
14,100,150,2863,65.669010673
15,100,150,3629,61.713651647
16,100,150,3882,63.767896482
17,100,150,3516,54.414241307
18,100,150,3018,55.502905223
19,100,150,-1,53.678511878
20,100,150,3485,53.876493183
21,100,150,4684,54.535747898000004
22,100,150,3217,54.198663448999994
23,100,150,4226,57.13958375
24,100,150,3478,54.445402796
25,100,150,-1,54.533015765
26,100,150,3762,56.59128840100001
27,100,150,3587,55.963280698
28,100,150,3760,64.323717156
29,100,150,3552,74.15397267
30,100,150,3594,68.985344201
31,100,150,3371,65.972165268
32,100,150,3689,75.240850895
33,100,150,3500,67.768468362
34,100,150,3903,61.697902307
35,100,150,3819,65.719346432
36,100,150,3434,61.803872846000004
37,100,150,-1,82.511710839
38,100,150,2755,68.201260667
39,100,150,3275,64.342497636
40,100,150,3596,70.557503747
41,100,150,3190,73.938733783
42,100,150,2961,61.491513391999995
43,100,150,3677,67.701914927
44,100,150,-1,60.007616252
45,100,150,3294,55.974465138
46,100,150,3912,56.596476796000005
47,100,150,3660,55.81887542
48,100,150,3674,57.021046719
49,100,150,3659,58.726934541999995
50,100,150,3894,57.936515537
51,100,150,2754,61.460215264
52,100,150,3167,56.602496253999995
53,100,150,3391,60.481052682
54,100,150,-1,60.74608521
55,100,150,2259,58.980831371
56,100,150,3876,55.84978564
57,100,150,3732,58.057380116000004
58,100,150,3512,70.433734942
59,100,150,3317,72.324960176
60,100,150,3768,62.601698262
61,100,150,3306,65.70913405600001
62,100,150,3337,59.291611378
63,100,150,3988,59.974476646999996
64,100,150,4089,58.689255622
65,100,150,3788,56.168736175
66,100,150,-1,56.362015375
67,100,150,-1,56.884878801999996
68,100,150,3968,59.711150102
69,100,150,3844,68.55660884
70,100,150,3526,61.564208033
71,100,150,3923,59.670924817
72,100,150,-1,55.799668137
73,100,150,3860,58.480651499
74,100,150,4017,57.211398121
75,100,150,3798,55.145611983
76,100,150,3355,55.547398787
77,100,150,3869,55.091151916
78,100,150,-1,54.019539716000004
79,100,150,3953,57.069104554
80,100,150,-1,55.277790882
81,100,150,3649,56.397340504
82,100,150,3220,54.060418623000004
83,100,150,3186,52.404289692
84,100,150,3590,58.151362033000005
85,100,150,3583,55.583070886
86,100,150,-1,56.898617851000004
87,100,150,3587,57.681372056
88,100,150,4257,57.316107339
89,100,150,3431,55.180005826000006
90,100,150,3599,55.830624302
91,100,150,3575,58.103271108
92,100,150,3216,58.708842777
93,100,150,3348,57.22307476
94,100,150,3543,51.830118173
95,100,150,3769,57.334891321
96,100,150,2876,55.812306471999996
97,100,150,4333,60.006572165
98,100,150,3359,58.206873376000004
99,100,150,3384,57.448796983
