,variables,clauses,fitness,duration
0,100,150,3747,3.198944607
1,100,150,3071,3.117620135
2,100,150,3144,3.233529131
3,100,150,4271,3.3529795210000004
4,100,150,3188,3.18112185
5,100,150,3238,3.202747809
6,100,150,3365,3.280015526
7,100,150,3245,3.0974466539999996
8,100,150,2995,3.1632729139999998
9,100,150,3483,3.1618283710000004
10,100,150,3066,3.141540594
11,100,150,4085,3.16346989
12,100,150,-1,3.142154671
13,100,150,4064,3.1402876330000002
14,100,150,-1,3.23298311
15,100,150,3854,3.136828473
16,100,150,3490,3.3368823260000005
17,100,150,4077,3.105738287
18,100,150,3697,3.166690105
19,100,150,3937,3.155957102
20,100,150,4088,3.1494576339999996
21,100,150,-1,3.071407365
22,100,150,3161,3.0973548760000003
23,100,150,3703,3.2158318880000003
24,100,150,3448,3.1366693480000003
25,100,150,3384,3.227412297
26,100,150,4430,3.293517095
27,100,150,3671,3.1476589880000003
28,100,150,3688,3.166392707
29,100,150,3579,3.227730634
30,100,150,3883,3.276422675
31,100,150,-1,3.030905447
32,100,150,3892,3.194532338
33,100,150,2986,3.01824404
34,100,150,4326,3.083296404
35,100,150,3850,3.1921066839999996
36,100,150,3345,3.306463064
37,100,150,2993,3.20656055
38,100,150,2697,3.1057957710000004
39,100,150,3447,3.146427388
40,100,150,3520,3.3215796560000004
41,100,150,2662,3.0777075039999997
42,100,150,3448,3.378981557
43,100,150,3295,3.301819932
44,100,150,4008,3.236704289
45,100,150,4043,3.1848087389999997
46,100,150,3414,3.282992616
47,100,150,-1,3.097924257
48,100,150,-1,3.234411404
49,100,150,-1,3.136330495
50,100,150,3494,3.2480696680000003
51,100,150,-2,3.0641415060000003
52,100,150,3625,3.034050001
53,100,150,3812,3.208148004
54,100,150,3492,3.263917938
55,100,150,3617,3.1181164710000004
56,100,150,3505,2.946040734
57,100,150,3475,3.1215054510000004
58,100,150,3964,3.1481347860000004
59,100,150,3813,3.230935433
60,100,150,-1,3.093900839
61,100,150,3549,3.20190328
62,100,150,3992,3.1691581269999998
63,100,150,4005,3.285435442
64,100,150,4515,3.330999649
65,100,150,3439,3.220468072
66,100,150,-1,3.3395302589999996
67,100,150,4070,3.202252058
68,100,150,3421,3.2019727710000003
69,100,150,4074,3.3454869339999997
70,100,150,-1,3.057651266
71,100,150,4431,3.0954689689999997
72,100,150,2992,3.282236466
73,100,150,3530,3.249145107
74,100,150,4384,3.2088416
75,100,150,2562,3.149479059
76,100,150,3663,3.049811938
77,100,150,3904,3.029152069
78,100,150,3442,3.120044806
79,100,150,4219,3.330709689
80,100,150,3903,3.2742622110000004
81,100,150,-2,3.1302381689999996
82,100,150,3646,3.1104149160000003
83,100,150,3196,3.0474395939999996
84,100,150,3552,3.172985403
85,100,150,-1,3.1133127739999997
86,100,150,3431,3.24621279
87,100,150,4292,3.171700281
88,100,150,3944,3.114699121
89,100,150,-1,3.056045604
90,100,150,3499,3.066123251
91,100,150,2986,3.304150991
92,100,150,3035,3.301868999
93,100,150,4049,3.278134043
94,100,150,3556,2.916666386
95,100,150,3920,3.151890088
96,100,150,-1,3.0222788360000004
97,100,150,4362,3.2720089710000004
98,100,150,3934,3.190444647
99,100,150,3664,3.154540655
