,variables,clauses,fitness,duration
0,100,150,2979,5.730162417000001
1,100,150,3551,5.595236738
2,100,150,3608,5.764267147000001
3,100,150,3875,5.934117217000001
4,100,150,3064,5.691115742
5,100,150,3384,5.69058265
6,100,150,2803,5.7082285829999995
7,100,150,3673,5.549306591000001
8,100,150,3485,5.648589245
9,100,150,3222,5.550633379
10,100,150,3204,5.687741995
11,100,150,3559,5.7548129470000005
12,100,150,3748,5.700099787999999
13,100,150,3421,5.477196785
14,100,150,3791,5.936474131000001
15,100,150,3771,5.737609912999999
16,100,150,3703,5.884980028999999
17,100,150,3947,5.674339484
18,100,150,-1,5.712137599
19,100,150,4171,5.716332027000001
20,100,150,-1,5.436575039
21,100,150,3954,5.506696207999999
22,100,150,-1,5.461916565
23,100,150,2760,5.724692653
24,100,150,2869,5.576113283
25,100,150,3400,5.744293259
26,100,150,4121,5.920237569
27,100,150,-1,5.676981062
28,100,150,4001,5.747175666
29,100,150,2472,5.821746382000001
30,100,150,3963,5.879828575
31,100,150,-1,5.495171417000001
32,100,150,3641,5.668273513
33,100,150,3522,5.413862771
34,100,150,3497,5.551914351000001
35,100,150,3604,5.641093418
36,100,150,2863,5.882613212000001
37,100,150,3796,5.84041427
38,100,150,3238,5.557875032999999
39,100,150,3601,5.725929595
40,100,150,3727,5.932292532000001
41,100,150,3028,5.498653217
42,100,150,3385,6.029040955
43,100,150,3412,5.591040227000001
44,100,150,3588,5.82959897
45,100,150,3573,5.729465138999999
46,100,150,3937,5.72472464
47,100,150,3581,5.5876786570000005
48,100,150,2860,5.776366192
49,100,150,3517,5.715380086000001
50,100,150,4407,5.815488796
51,100,150,3620,5.572763674
52,100,150,-1,5.483665028
53,100,150,3855,5.815554618999999
54,100,150,2682,5.8122044200000005
55,100,150,3550,5.70630346
56,100,150,3606,5.321109002
57,100,150,-1,5.618339442999999
58,100,150,3928,5.723647376000001
59,100,150,3912,5.787967796
60,100,150,-1,5.686074689
61,100,150,3283,5.722319497000001
62,100,150,4204,5.493105067
63,100,150,3956,5.878019517
64,100,150,3731,5.861696335
65,100,150,2890,5.635705871
66,100,150,3981,5.97303935
67,100,150,-1,5.7132536279999995
68,100,150,3810,5.82145786
69,100,150,3891,5.751904352
70,100,150,2575,5.607032759
71,100,150,4381,5.714792342000001
72,100,150,3577,5.790209602000001
73,100,150,-1,5.796448147
74,100,150,4194,5.6898930210000005
75,100,150,3840,5.504910637
76,100,150,2817,5.5539985320000005
77,100,150,3132,5.5083695960000005
78,100,150,3358,5.586686889
79,100,150,4390,5.872787652
80,100,150,3779,5.769662317000001
81,100,150,3070,5.642263534
82,100,150,3880,5.529631657
83,100,150,4073,5.404499223999999
84,100,150,3328,5.820683458
85,100,150,3365,5.625110879
86,100,150,3421,5.930114571
87,100,150,3424,5.79130253
88,100,150,3679,5.700753436
89,100,150,-1,5.590085612
90,100,150,3372,5.579430995
91,100,150,3330,5.881072836
92,100,150,3598,5.9006464460000005
93,100,150,3562,5.757422191
94,100,150,2576,5.264654192
95,100,150,-1,5.663401534
96,100,150,2796,5.495297534
97,100,150,3417,5.892006116
98,100,150,3613,6.150706808
99,100,150,3581,6.114880407
